model,condition,probe_relative_path,true_identity,true_identity_rank,reciprocal_rank,rank_1_similarity,true_identity_similarity,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10
casia-webface,brightness_0_60,probe/Adrian_McPherson/Adrian_McPherson_0002.jpg,Adrian_McPherson,345,0.002898550724637681,0.8713865280151367,0.6131399869918823,Meghann_Shaughnessy,Thabo_Mbeki,Thomas_OBrien,Yasser_Arafat,Bob_Hope,Mike_Weir,George_Pataki,Bobby_Goldwater,Mikhail_Kasyanov,Martin_Verkerk
casia-webface,brightness_0_60,probe/Adrian_Nastase/Adrian_Nastase_0002.jpg,Adrian_Nastase,576,0.001736111111111111,0.7998764514923096,0.44875890016555786,Alejandro_Toledo,Kenneth_Evans,Francis_Mer,Bill_Frist,Gillian_Anderson,Mark_Hamister,Alexander_Rumyantsev,Michael_Douglas,Ahmet_Necdet_Sezer,Tony_Bennett
casia-webface,brightness_0_60,probe/Ahmad_Masood/Ahmad_Masood_0002.jpg,Ahmad_Masood,190,0.005263157894736842,0.6635231375694275,0.38659799098968506,Yukiko_Okudo,Heizo_Takenaka,Susan_Collins,Helen_Clark,Zhang_Ziyi,Paul_Bremer,Gloria_Allred,Marc_Grossman,Judy_Genshaft,Damon_van_Dam
casia-webface,brightness_0_60,probe/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,Ahmet_Necdet_Sezer,69,0.014492753623188406,0.7983553409576416,0.6176732778549194,Silvio_Berlusconi,Vladimir_Putin,Fidel_Castro,Luis_Horna,Anibal_Ibarra,John_Negroponte,Boris_Berezovsky,Igor_Ivanov,Larry_Brown,Paul_ONeill
casia-webface,brightness_0_60,probe/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,Aitor_Gonzalez,123,0.008130081300813009,0.6798693537712097,0.5496304035186768,Rolf_Eckrodt,Harry_Schmidt,Jan_Ullrich,Lawrence_MacAulay,John_Garamendi,Jim_Furyk,Bill_Gates,Mike_Weir,Vaclav_Havel,Steve_Park
casia-webface,brightness_0_60,probe/Al_Davis/Al_Davis_0002.jpg,Al_Davis,271,0.0036900369003690036,0.8096739053726196,0.5662381649017334,Frank_Cassell,Jack_Straw,James_Kelly,John_Timoney,Joe_Torre,Bernard_Landry,Ali_Khamenei,Robert_Mueller,Tom_Crean,Thomas_OBrien
casia-webface,brightness_0_60,probe/Alan_Ball/Alan_Ball_0002.jpg,Alan_Ball,3,0.3333333333333333,0.8103225827217102,0.7905396223068237,George_Robertson,Howard_Schultz,Alan_Ball,Jackie_Chan,Kevin_Spacey,Jose_Manuel_Durao_Barroso,John_Timoney,David_Trimble,Bill_Gates,Thaksin_Shinawatra
casia-webface,brightness_0_60,probe/Alan_Mulally/Alan_Mulally_0002.jpg,Alan_Mulally,834,0.001199040767386091,0.6983726024627686,0.1769757866859436,Jimmy_Carter,Larry_Brown,Gunter_Pleuger,George_Pataki,Robert_Duvall,James_Kelly,David_Trimble,Richard_Gephardt,Nick_Nolte,Chung_Mong-joon
casia-webface,brightness_0_60,probe/Alastair_Campbell/Alastair_Campbell_0002.jpg,Alastair_Campbell,110,0.00909090909090909,0.7068084478378296,0.4964057207107544,Dennis_Powell,Debra_Brown,Jean_Carnahan,David_Nalbandian,Barbra_Streisand,Tom_Cruise,Christine_Ebersole,Anthony_Hopkins,Elisabeth_Schumacher,Kathy_Winters
casia-webface,brightness_0_60,probe/Albert_Costa/Albert_Costa_0002.jpg,Albert_Costa,9,0.1111111111111111,0.8151500225067139,0.7788381576538086,Charlotte_Rampling,David_Heymann,Hu_Jintao,John_Allen_Muhammad,Kim_Ryong-sung,Alex_Penelas,Lindsay_Davenport,Mikhail_Kasyanov,Albert_Costa,Abdullah
casia-webface,brightness_0_60,probe/Alberto_Fujimori/Alberto_Fujimori_0002.jpg,Alberto_Fujimori,141,0.0070921985815602835,0.828148603439331,0.6610309481620789,Kim_Ryong-sung,David_Heymann,Andrew_Cuomo,Hu_Jintao,Ben_Curtis,Hassan_Wirajuda,Bob_Hope,John_Allen_Muhammad,Alec_Baldwin,George_P_Bush
casia-webface,brightness_0_60,probe/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0002.jpg,Alberto_Ruiz_Gallardon,7,0.14285714285714285,0.6712669134140015,0.6311765909194946,Jean-David_Levitte,Hun_Sen,Ron_Dittemore,Spencer_Abraham,Bill_Simon,Angelo_Reyes,Alberto_Ruiz_Gallardon,Pedro_Malan,James_Kelly,Jefferson_Perez
casia-webface,brightness_0_60,probe/Albrecht_Mentz/Albrecht_Mentz_0002.jpg,Albrecht_Mentz,256,0.00390625,0.7974123954772949,0.5376971364021301,Richard_Gephardt,John_Jumper,Lindsay_Davenport,Hichiro_Naemura,Bernard_Landry,Frank_Cassell,John_Kerry,Pupi_Avati,Silvio_Berlusconi,Gregory_Geoffroy
casia-webface,brightness_0_60,probe/Aldo_Paredes/Aldo_Paredes_0002.jpg,Aldo_Paredes,386,0.0025906735751295338,0.7253252267837524,0.3845338821411133,Cristina_Fernandez,Pete_Sampras,Saddam_Hussein,Doris_Schroeder,Heizo_Takenaka,Justine_Henin,Sarah_Jessica_Parker,Alexander_Losyukov,Mark_Geragos,Jolanta_Kwasniewski
casia-webface,brightness_0_60,probe/Alec_Baldwin/Alec_Baldwin_0002.jpg,Alec_Baldwin,2,0.5,0.80946284532547,0.8014191389083862,Jackie_Chan,Alec_Baldwin,Robert_De_Niro,Jim_Carrey,Spencer_Abraham,Lindsay_Davenport,Sean_Astin,Jean-David_Levitte,Alejandro_Toledo,David_Coulthard
casia-webface,brightness_0_60,probe/Alejandro_Atchugarry/Alejandro_Atchugarry_0002.jpg,Alejandro_Atchugarry,23,0.043478260869565216,0.6696316003799438,0.6109449863433838,Larry_Coker,John_Malkovich,Franz_Beckenbauer,Luis_Horna,Jeffrey_Archer,Anthony_Hopkins,Vladimir_Putin,Gerry_Adams,Jorge_Batlle,Jack_Straw
casia-webface,brightness_0_60,probe/Alejandro_Avila/Alejandro_Avila_0002.jpg,Alejandro_Avila,133,0.007518796992481203,0.7944521307945251,0.6677455902099609,Saddam_Hussein,George_P_Bush,Geoff_Hoon,Jonathan_Edwards,Mario_Kreutzberger,Abdullah,Edward_James_Olmos,Hassan_Wirajuda,Kim_Ryong-sung,Carson_Daly
casia-webface,brightness_0_60,probe/Alejandro_Toledo/Alejandro_Toledo_0002.jpg,Alejandro_Toledo,2,0.5,0.8450782299041748,0.8232171535491943,Lindsay_Davenport,Alejandro_Toledo,Bill_Simon,Kosuke_Kitajima,Taufik_Hidayat,Federico_Trillo,Jean-David_Levitte,David_Heymann,John_Allen_Muhammad,Jim_Carrey
casia-webface,brightness_0_60,probe/Aleksander_Kwasniewski/Aleksander_Kwasniewski_0002.jpg,Aleksander_Kwasniewski,36,0.027777777777777776,0.7299959659576416,0.6353418827056885,James_Kelly,Yasser_Arafat,Luis_Figo,John_Kerry,Richard_Gephardt,Trent_Lott,James_Traficant,Robert_Mueller,Kurt_Busch,Alvaro_Noboa
casia-webface,brightness_0_60,probe/Alex_Barros/Alex_Barros_0002.jpg,Alex_Barros,87,0.011494252873563218,0.7636208534240723,0.5876227021217346,Alejandro_Toledo,George_Lopez,Jefferson_Perez,Pedro_Malan,Abdullah_Gul,Hun_Sen,Juan_Valencia_Osorio,Tom_Brady,Alberto_Ruiz_Gallardon,Chung_Mong-joon
casia-webface,brightness_0_60,probe/Alex_Penelas/Alex_Penelas_0002.jpg,Alex_Penelas,5,0.2,0.8079386949539185,0.7600648403167725,Noah_Wyle,Elvis_Presley,Kim_Ryong-sung,Sandra_Bullock,Alex_Penelas,Charlotte_Rampling,Joe_Gatti,Lim_Dong-won,Nestor_Kirchner,Gerardo_Gambala
casia-webface,brightness_0_60,probe/Alexander_Losyukov/Alexander_Losyukov_0002.jpg,Alexander_Losyukov,2,0.5,0.7004773616790771,0.67673659324646,Gregory_Geoffroy,Alexander_Losyukov,Paul_ONeill,Mel_Brooks,John_Howard,Arlen_Specter,Zoran_Djindjic,Bill_Graham,Silvan_Shalom,Trent_Lott
casia-webface,brightness_0_60,probe/Alexander_Rumyantsev/Alexander_Rumyantsev_0002.jpg,Alexander_Rumyantsev,188,0.005319148936170213,0.7228401899337769,0.5258817672729492,Jane_Kaczmarek,Elizabeth_Dole,Bill_Graham,Meryl_Streep,Jennifer_Aniston,Anna_Nicole_Smith,Mary_Tyler_Moore,Lindsay_Davenport,Cameron_Diaz,Julianne_Moore
casia-webface,brightness_0_60,probe/Alexandra_Stevenson/Alexandra_Stevenson_0002.jpg,Alexandra_Stevenson,58,0.017241379310344827,0.7481411695480347,0.61883145570755,Annette_Lu,Tracee_Ellis_Ross,Jada_Pinkett_Smith,Jessica_Alba,Jamling_Norgay,Gianna_Angelopoulos-Daskalaki,Gloria_Macapagal_Arroyo,Flavia_Delaroli,Thaksin_Shinawatra,Corinne_Coman
casia-webface,brightness_0_60,probe/Alexandra_Vodjanikova/Alexandra_Vodjanikova_0002.jpg,Alexandra_Vodjanikova,1,1.0,0.657113254070282,0.657113254070282,Alexandra_Vodjanikova,Carmen_Electra,Vanessa_Williams,Lindsay_Benko,Nadine_Vinzens,Keira_Knightley,Julie_Taymor,Reese_Witherspoon,Meryl_Streep,Martina_McBride
casia-webface,brightness_0_60,probe/Ali_Abbas/Ali_Abbas_0002.jpg,Ali_Abbas,286,0.0034965034965034965,0.7555186152458191,0.4880087971687317,Sandra_Bullock,Megawati_Sukarnoputri,Jose_Manuel_Durao_Barroso,David_Coulthard,Alec_Baldwin,John_Allen_Muhammad,Elvis_Presley,Sharon_Frey,Manuel_Poggiali,Jennifer_Aniston
casia-webface,brightness_0_60,probe/Ali_Khamenei/Ali_Khamenei_0002.jpg,Ali_Khamenei,1,1.0,0.8078622221946716,0.8078622221946716,Ali_Khamenei,Frank_Cassell,John_Abizaid,Alvaro_Uribe,Mikhail_Kasyanov,Kim_Ryong-sung,Augusto_Roa_Bastos,Jack_Straw,Leszek_Miller,Dick_Latessa
casia-webface,brightness_0_60,probe/Alice_Fisher/Alice_Fisher_0002.jpg,Alice_Fisher,1,1.0,0.8481212854385376,0.8481212854385376,Alice_Fisher,Tim_Floyd,Luiz_Felipe_Scolari,Mark_Hamister,Christine_Gregoire,Ellen_Engleman,Jean_Carnahan,Anna_Kournikova,Jude_Law,Lindsay_Davenport
casia-webface,brightness_0_60,probe/Alicia_Silverstone/Alicia_Silverstone_0002.jpg,Alicia_Silverstone,125,0.008,0.7714964151382446,0.43737685680389404,Reese_Witherspoon,Lindsay_Davenport,Sarah_Jessica_Parker,Cameron_Diaz,Celine_Dion,Carmen_Electra,Cindy_Margolis,Bridget_Fonda,Julianne_Moore,Carolyn_Dawn_Johnson
casia-webface,brightness_0_60,probe/Alimzhan_Tokhtakhounov/Alimzhan_Tokhtakhounov_0002.jpg,Alimzhan_Tokhtakhounov,238,0.004201680672268907,0.8572287559509277,0.62537682056427,Alejandro_Toledo,Jackie_Chan,Hu_Jintao,Spencer_Abraham,John_Allen_Muhammad,Sean_Astin,John_F_Kennedy_Jr,Lindsay_Davenport,Colin_Powell,Alberto_Ruiz_Gallardon
casia-webface,brightness_0_60,probe/Alison_Lohman/Alison_Lohman_0002.jpg,Alison_Lohman,47,0.02127659574468085,0.7397632002830505,0.5642217397689819,Sarah_Jessica_Parker,Meryl_Streep,Reese_Witherspoon,Mary-Kate_Olsen,Evan_Rachel_Wood,Julianne_Moore,Arianna_Huffington,Bridget_Fonda,Raquel_Welch,Jennifer_Lopez
casia-webface,brightness_0_60,probe/Allen_Iverson/Allen_Iverson_0002.jpg,Allen_Iverson,42,0.023809523809523808,0.7690750360488892,0.6320815682411194,Vincent_Brooks,LeBron_James,Justin_Gatlin,Nicanor_Duarte_Frutos,Venus_Williams,Valery_Giscard_dEstaing,Jason_Kidd,Taufik_Hidayat,Colin_Powell,Tom_Brady
casia-webface,brightness_0_60,probe/Allison_Janney/Allison_Janney_0002.jpg,Allison_Janney,20,0.05,0.8006777763366699,0.7150091528892517,Erika_Christensen,Kathleen_Glynn,Jennifer_Aniston,Sachiko_Yamada,Jodie_Foster,Annette_Bening,Meryl_Streep,Evan_Rachel_Wood,Rita_Wilson,Patricia_Heaton
casia-webface,brightness_0_60,probe/Alvaro_Noboa/Alvaro_Noboa_0002.jpg,Alvaro_Noboa,257,0.0038910505836575876,0.7325394153594971,0.4694069027900696,Valery_Giscard_dEstaing,Igor_Ivanov,Bob_Hope,Nestor_Kirchner,Jose_Manuel_Durao_Barroso,Kevin_Spacey,Chung_Mong-joon,Spencer_Abraham,Howard_Schultz,Rick_Romley
casia-webface,brightness_0_60,probe/Alvaro_Uribe/Alvaro_Uribe_0002.jpg,Alvaro_Uribe,10,0.1,0.816195547580719,0.7403510808944702,Eduardo_Duhalde,Thaksin_Shinawatra,Chang_Dae-whan,Hu_Jintao,David_Trimble,Colin_Powell,James_Kelly,Prince_Naruhito,Nicanor_Duarte_Frutos,Alvaro_Uribe
casia-webface,brightness_0_60,probe/Amanda_Beard/Amanda_Beard_0002.jpg,Amanda_Beard,1,1.0,0.7927714586257935,0.7927714586257935,Amanda_Beard,Natalie_Coughlin,Kristanna_Loken,Gianna_Angelopoulos-Daskalaki,Corinne_Coman,Carmen_Electra,Keira_Knightley,Lindsay_Benko,Jennifer_Lopez,Jennifer_Aniston
casia-webface,brightness_0_60,probe/Amanda_Coetzer/Amanda_Coetzer_0002.jpg,Amanda_Coetzer,3,0.3333333333333333,0.7884014844894409,0.7416364550590515,Sue_Wicks,Anthony_Hopkins,Amanda_Coetzer,Lindsay_Davenport,Gillian_Anderson,Kathy_Winters,David_Nalbandian,Janet_Thorpe,Gwendal_Peizerat,Kristanna_Loken
casia-webface,brightness_0_60,probe/Amber_Tamblyn/Amber_Tamblyn_0002.jpg,Amber_Tamblyn,1,1.0,0.7706218957901001,0.7706218957901001,Amber_Tamblyn,Katie_Harman,Fran_Drescher,Dolma_Tsering,Lili_Taylor,Mariah_Carey,Jennifer_Aniston,Kristanna_Loken,Mary_Carey,Meryl_Streep
casia-webface,brightness_0_60,probe/Amelia_Vega/Amelia_Vega_0002.jpg,Amelia_Vega,1,1.0,0.8819396495819092,0.8819396495819092,Amelia_Vega,Gloria_Macapagal_Arroyo,Evan_Rachel_Wood,Vanessa_Williams,Flavia_Delaroli,Jennifer_Aniston,Cyndi_Thompson,Lisa_Ling,Kwon_Yang-sook,Megawati_Sukarnoputri
casia-webface,brightness_0_60,probe/Amram_Mitzna/Amram_Mitzna_0002.jpg,Amram_Mitzna,56,0.017857142857142856,0.7583223581314087,0.6235034465789795,Trent_Lott,Joe_Torre,John_Banko,Harry_Schmidt,Warren_Buffett,Abdullah,Dick_Latessa,Richard_Gephardt,John_Kerry,Omar_Sharif
casia-webface,brightness_0_60,probe/Anders_Ebbeson/Anders_Ebbeson_0002.jpg,Anders_Ebbeson,1,1.0,0.7071390151977539,0.7071390151977539,Anders_Ebbeson,David_Trimble,George_Pataki,Jimmy_Carter,Richard_Gephardt,John_Manley,Thomas_OBrien,Martin_Brodeur,Gro_Harlem_Brundtland,Roy_Moore
casia-webface,brightness_0_60,probe/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.jpg,Anders_Fogh_Rasmussen,23,0.043478260869565216,0.709552526473999,0.6009385585784912,Nestor_Kirchner,Bill_Gates,George_Robertson,John_Kerry,James_Kelly,James_Smith,Chok_Tong_Goh,Roy_Williams,Charlton_Heston,John_Manley
casia-webface,brightness_0_60,probe/Andrei_Mikhnevich/Andrei_Mikhnevich_0002.jpg,Andrei_Mikhnevich,18,0.05555555555555555,0.7545466423034668,0.6662847399711609,Thomas_OBrien,Dennis_Kucinich,Ruben_Studdard,Thabo_Mbeki,Chuck_Amato,Chris_Bell,Yasser_Arafat,Anna_Kournikova,Meghann_Shaughnessy,Fred_Funk
casia-webface,brightness_0_60,probe/Andrew_Bunner/Andrew_Bunner_0002.jpg,Andrew_Bunner,104,0.009615384615384616,0.7597974538803101,0.5835906863212585,Candie_Kung,Igor_Ivanov,Arlen_Specter,Guillermo_Coria,Vaclav_Havel,Edward_James_Olmos,Jackie_Chan,Bernard_Lord,Freddy_Garcia,Dwayne_Johnson
casia-webface,brightness_0_60,probe/Andrew_Cuomo/Andrew_Cuomo_0002.jpg,Andrew_Cuomo,686,0.0014577259475218659,0.756736695766449,0.2971110939979553,Roy_Moore,George_Robertson,Bill_Gates,Dennis_Kucinich,George_Pataki,Tim_Floyd,George_Voinovich,Igor_Ivanov,James_Kelly,Abdullah_al-Attiyah
casia-webface,brightness_0_60,probe/Andrew_Niccol/Andrew_Niccol_0002.jpg,Andrew_Niccol,275,0.0036363636363636364,0.8387843370437622,0.6094753742218018,George_Robertson,Jorge_Valdano,Mikhail_Kasyanov,David_Trimble,Hun_Sen,John_Rosa,Marc_Grossman,Kim_Dae-jung,Angelo_Reyes,Alejandro_Toledo
casia-webface,brightness_0_60,probe/Andy_Hebb/Andy_Hebb_0002.jpg,Andy_Hebb,1,1.0,0.8022235631942749,0.8022235631942749,Andy_Hebb,Sourav_Ganguly,David_Heymann,Jan_Ullrich,Gary_Forsee,Mikhail_Kasyanov,Federico_Trillo,Marc_Grossman,Bill_Simon,Paul_Bremer
casia-webface,brightness_0_60,probe/Angela_Lansbury/Angela_Lansbury_0002.jpg,Angela_Lansbury,107,0.009345794392523364,0.7387946248054504,0.4882410764694214,Gro_Harlem_Brundtland,David_Nalbandian,Carlo_Ancelotti,Ann_Veneman,Dale_Earnhardt_Jr,Arianna_Huffington,Christine_Ebersole,Biljana_Plavsic,Donna_Shalala,Bijan_Namdar_Zangeneh
casia-webface,brightness_0_60,probe/Angelo_Reyes/Angelo_Reyes_0002.jpg,Angelo_Reyes,2,0.5,0.7722721099853516,0.7585086822509766,Jorge_Valdano,Angelo_Reyes,George_Pataki,Bill_Simon,Chok_Tong_Goh,Jesse_Jackson,James_Kelly,Abdullah_Gul,Alberto_Ruiz_Gallardon,Sam_Bith
casia-webface,brightness_0_60,probe/Anibal_Ibarra/Anibal_Ibarra_0002.jpg,Anibal_Ibarra,91,0.01098901098901099,0.7547105550765991,0.6015693545341492,Jose_Mourinho,Francis_Mer,Sean_Penn,Robert_De_Niro,Tom_Craddick,Jude_Law,Job_Cohen,Oswaldo_Paya,Alexander_Rumyantsev,James_Parker
casia-webface,brightness_0_60,probe/Ann_Veneman/Ann_Veneman_0002.jpg,Ann_Veneman,3,0.3333333333333333,0.7943780422210693,0.7628012299537659,Paul_McCartney,Isabelle_Huppert,Ann_Veneman,Elsa_Zylberstein,Jodie_Foster,Judy_Genshaft,Sharon_Frey,Gloria_Macapagal_Arroyo,Susan_Collins,Martina_McBride
casia-webface,brightness_0_60,probe/Anna_Kournikova/Anna_Kournikova_0002.jpg,Anna_Kournikova,46,0.021739130434782608,0.715157151222229,0.5755836367607117,Julie_Gerberding,Jon_Gruden,Robert_Zoellick,Howard_Dean,Arianna_Huffington,Charlton_Heston,Jennifer_Aniston,George_Lopez,Gray_Davis,Joseph_Ralston
casia-webface,brightness_0_60,probe/Anna_Nicole_Smith/Anna_Nicole_Smith_0002.jpg,Anna_Nicole_Smith,161,0.006211180124223602,0.7034560441970825,0.4139757752418518,Bill_Graham,Doris_Roberts,Judi_Dench,Kristanna_Loken,Stanley_McChrystal,Charlton_Heston,Meryl_Streep,Dolly_Parton,Barbara_Walters,Sally_Kirkland
casia-webface,brightness_0_60,probe/Anneli_Jaatteenmaki/Anneli_Jaatteenmaki_0002.jpg,Anneli_Jaatteenmaki,188,0.005319148936170213,0.7470995187759399,0.5222114324569702,Madonna,Amelia_Vega,Evan_Rachel_Wood,Elsa_Zylberstein,Jennifer_Lopez,Rita_Wilson,Meryl_Streep,Elizabeth_Shue,Bridget_Fonda,Hannah_Stockbauer
casia-webface,brightness_0_60,probe/Annette_Bening/Annette_Bening_0002.jpg,Annette_Bening,1,1.0,0.8646014928817749,0.8646014928817749,Annette_Bening,Julianne_Moore,Jennifer_Aniston,Elizabeth_Shue,Sachiko_Yamada,Bridget_Fonda,Hillary_Clinton,Rita_Wilson,Cyndi_Thompson,Mary_Tyler_Moore
casia-webface,brightness_0_60,probe/Annette_Lu/Annette_Lu_0002.jpg,Annette_Lu,55,0.01818181818181818,0.7805797457695007,0.6140137910842896,Gloria_Macapagal_Arroyo,Meryl_Streep,Gloria_Allred,Rob_Schneider,Patti_Labelle,Paul_McCartney,Corinne_Coman,Gianna_Angelopoulos-Daskalaki,Tracee_Ellis_Ross,Queen_Beatrix
casia-webface,brightness_0_60,probe/Anthony_Fauci/Anthony_Fauci_0002.jpg,Anthony_Fauci,1,1.0,0.7186768054962158,0.7186768054962158,Anthony_Fauci,John_Abizaid,Bruce_Van_De_Velde,Kurt_Busch,Vladimir_Putin,Jean-David_Levitte,Tom_Daschle,Anibal_Ibarra,Robert_DeFraites,Dennis_Kucinich
casia-webface,brightness_0_60,probe/Anthony_Hopkins/Anthony_Hopkins_0002.jpg,Anthony_Hopkins,32,0.03125,0.7460190057754517,0.6467845439910889,Mark_Hamister,Robert_Stack,Ricardo_Maduro,Jay_Garner,Luiz_Felipe_Scolari,John_McCormack,James_Ivory,Alice_Fisher,John_Malkovich,Chok_Tong_Goh
casia-webface,brightness_0_60,probe/Anthony_LaPaglia/Anthony_LaPaglia_0002.jpg,Anthony_LaPaglia,542,0.0018450184501845018,0.8265378475189209,0.48511141538619995,Robert_De_Niro,Robbie_Fowler,Kenneth_Evans,Nestor_Kirchner,Kim_Ryong-sung,Jim_Carrey,James_McGreevey,Jude_Law,Alejandro_Toledo,Jimmy_Kimmel
casia-webface,brightness_0_60,probe/Antonio_Banderas/Antonio_Banderas_0002.jpg,Antonio_Banderas,13,0.07692307692307693,0.7686656713485718,0.7063188552856445,Vincent_Brooks,Spencer_Abraham,Dai_Bachtiar,Guillermo_Coria,Johnson_Panjaitan,Alejandro_Toledo,James_Blake,Manuel_Poggiali,Megawati_Sukarnoputri,Jose_Mourinho
casia-webface,brightness_0_60,probe/Antony_Leung/Antony_Leung_0002.jpg,Antony_Leung,2,0.5,0.8477439284324646,0.8197672367095947,Pedro_Malan,Antony_Leung,Thaksin_Shinawatra,Alejandro_Toledo,Chung_Mong-joon,Howard_Schultz,Hun_Sen,Chen_Liang_Yu,David_Trimble,Jong_Thae_Hwa
casia-webface,brightness_0_60,probe/Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg,Anwar_Ibrahim,432,0.0023148148148148147,0.7921086549758911,0.48052775859832764,Howard_Schultz,Brian_Wells,Dennis_Kucinich,Tom_Daschle,Christopher_Walken,Angelo_Reyes,Alan_Ball,Chang_Dae-whan,Jay_Garner,Roy_Moore
casia-webface,brightness_0_60,probe/Arantxa_Sanchez-Vicario/Arantxa_Sanchez-Vicario_0002.jpg,Arantxa_Sanchez-Vicario,10,0.1,0.7638117671012878,0.7232493758201599,Kurt_Busch,Candie_Kung,Guillermo_Coria,Mike_Weir,Frank_Cassell,Sean_Penn,Silvio_Berlusconi,John_Jumper,Mark_Hamister,Arantxa_Sanchez-Vicario
casia-webface,brightness_0_60,probe/Arianna_Huffington/Arianna_Huffington_0002.jpg,Arianna_Huffington,33,0.030303030303030304,0.7178198099136353,0.5952041149139404,Julianne_Moore,Carol_Burnett,Nancy_Pelosi,Martina_McBride,Judy_Genshaft,Elizabeth_Dole,Lili_Taylor,Nia_Vardalos,Jodie_Foster,Mary_Tyler_Moore
casia-webface,brightness_0_60,probe/Arlen_Specter/Arlen_Specter_0002.jpg,Arlen_Specter,480,0.0020833333333333333,0.7569308280944824,0.4725564420223236,Tom_Daschle,Leslie_Moonves,George_Pataki,Jim_Carrey,Arantxa_Sanchez-Vicario,Vladimir_Putin,Emanuel_Ginobili,Kim_Ryong-sung,Ronald_Reagan,James_Blake
