split,identity,source_relative_path,source_sha256,image_width,image_height,face_detected,confidence,detection_left,detection_top,detection_right,detection_bottom,crop_left,crop_top,crop_right,crop_bottom,crop_width,crop_height,crop_area_ratio,fallback_reason,crop_relative_path,crop_sha256
gallery,Abel_Pacheco,multi_image_gallery/Abel_Pacheco/Abel_Pacheco_0003.jpg,de37874a8f89c1e161cfe1dfda3fc07db534c24395ee9946725cd347c6969a33,250,250,True,0.9998962879180908,90.19664764404297,71.62654876708984,175.6881866455078,183.89752197265625,84,63,181,191,97,128,0.198656,,gallery/Abel_Pacheco/693b4cc1ff92.png,53a8de70fbcda5affb61411dc5ee73569e5fc3f0a0b04f043986791175bfa61e
gallery,Adam_Scott,multi_image_gallery/Adam_Scott/Adam_Scott_0001.jpg,281f5562178d682b10bca4562b3e4337c7f05a6aa576f39b78ba7aecd4dd0be9,250,250,True,0.9961451292037964,80.2710952758789,71.12445831298828,168.7268524169922,180.35980224609375,73,63,175,188,102,125,0.204,,gallery/Adam_Scott/1725da23d3e7.png,86ac105d3f2c8a9e8984c15a78600b57a818054118041df91b7e8ce01d8f0155
gallery,Adolfo_Aguilar_Zinser,multi_image_gallery/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0001.jpg,fefe1f8126463691145b30bde5d519665ca046167b2283533cd95c6d3319f81c,250,250,True,0.9999983310699463,76.79068756103516,68.18191528320312,167.33489990234375,187.18846130371094,70,59,173,195,103,136,0.224128,,gallery/Adolfo_Aguilar_Zinser/afa00b58e1b1.png,fec569f09c883fcf6e1e83c46dd4e1860fa963661c8654eca2ed4a3e91038739
gallery,Adolfo_Aguilar_Zinser,multi_image_gallery/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0002.jpg,203b404968e2a8f7425e424ac6a14df69f02d5c3110daed1e7b3f41adf67da91,250,250,True,0.9999992847442627,81.67471313476562,72.24504089355469,168.4790496826172,187.9641571044922,75,63,174,196,99,133,0.210672,,gallery/Adolfo_Aguilar_Zinser/f7246b0ba74b.png,4ce65cd092496d915c4427b84eead851fcf2eac4a11b90dee1232c3f1b876f21
gallery,Adolfo_Rodriguez_Saa,multi_image_gallery/Adolfo_Rodriguez_Saa/Adolfo_Rodriguez_Saa_0001.jpg,7617e754308f78678ec93bc3f330b9c27bb5ec44e3933d2b8bd4506c3d053100,250,250,True,0.9990678429603577,80.37618255615234,66.25645446777344,172.6258087158203,196.11366271972656,73,56,179,205,106,149,0.252704,,gallery/Adolfo_Rodriguez_Saa/5641c47192eb.png,91894c16228d0fe209a0f6be8411012f4baed1171d0ec845d04c8880f8dc0897
gallery,Adrian_McPherson,multi_image_gallery/Adrian_McPherson/Adrian_McPherson_0001.jpg,77ba9e78329ec5e71d7ea8161aabe1382e18c8ae883854d10f2eae9de010c8cc,250,250,True,0.9998433589935303,76.97303009033203,71.23743438720703,159.4789581298828,176.4369659423828,71,63,165,183,94,120,0.18048,,gallery/Adrian_McPherson/23a7002adca9.png,f9c6bf5648e39753e5d78075bc2ba24b608f74ac1f8ecb0ba4be7c7308f7b10c
gallery,Adrian_Nastase,multi_image_gallery/Adrian_Nastase/Adrian_Nastase_0001.jpg,954d2681e46ff2c71facd0c99330a35bb594b008934108055d1bbb464515efe3,250,250,True,0.9999977350234985,66.27657318115234,67.01222229003906,161.73126220703125,189.5543670654297,59,58,168,198,109,140,0.24416,,gallery/Adrian_Nastase/e4981512fddf.png,8ff376d5b24894e99e71ce6a4bbf59a003540f63f7a631cf1eae31f06e7f1ad5
gallery,Ahmad_Masood,multi_image_gallery/Ahmad_Masood/Ahmad_Masood_0001.jpg,2cbf6a389e307a24740a33619ca9d705c33cdc507e03d4795150dc39723bd463,250,250,True,0.9999926090240479,68.7994155883789,67.09160614013672,164.90579223632812,187.13621520996094,61,58,171,195,110,137,0.24112,,gallery/Ahmad_Masood/a10d3d960e0a.png,af56563d68f1273d609adceab3f10bc0876ab3bffb4bf4fc547757c0a29b82c6
gallery,Ahmet_Necdet_Sezer,multi_image_gallery/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,8e17b876c5a94c6b218d129b42cd1502e791c47aa2cd0fd9b43a87ecec293c29,250,250,True,0.9998334646224976,84.406005859375,63.254940032958984,175.95713806152344,188.86981201171875,77,54,182,197,105,143,0.24024,,gallery/Ahmet_Necdet_Sezer/f128afd0782d.png,0780b482ba96906cca6da5e0f07b7fd16c22a158ac5a96f21201dbef96b2d6ff
gallery,Aitor_Gonzalez,multi_image_gallery/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,53c458c5150fda5565621b16baf559552d8a43551badc87b7c8da13780c739e3,250,250,True,0.9999769926071167,72.79747009277344,66.60958862304688,175.88046264648438,192.1922149658203,65,57,183,201,118,144,0.271872,,gallery/Aitor_Gonzalez/524b269c6eca.png,d467696ee30f3087f4f421f7110fc58a6739d05f4c08d3ef88b550fee857e9e8
gallery,Al_Davis,multi_image_gallery/Al_Davis/Al_Davis_0001.jpg,90d48f14ec898af56b0fd2432a7232390d8b2fc79dffcb3e4eec885cea616308,250,250,True,0.9999547004699707,64.72440338134766,61.77262496948242,167.15667724609375,190.58631896972656,57,52,174,199,117,147,0.275184,,gallery/Al_Davis/d100e9d1ffcb.png,f83fa8e3e478b852e61ba10677fa40051d6b25069c34d7df3275489eec6a46d6
gallery,Alan_Ball,multi_image_gallery/Alan_Ball/Alan_Ball_0001.jpg,5bd09a5c3633e63d87b3647efb65cfd761254b5c36360595abb675a6c5f59ab9,250,250,True,0.9996204376220703,77.91397094726562,66.95230865478516,179.3513641357422,192.98448181152344,70,57,186,201,116,144,0.267264,,gallery/Alan_Ball/1b7a237da608.png,0227caaa67a3b45f44b38f01e903ce14d94052a7bfdf0943215586d6758e430b
gallery,Alan_Mulally,multi_image_gallery/Alan_Mulally/Alan_Mulally_0001.jpg,785cb16389bd3c1b416ef60088b59c83e0a95dfcb78c55d3e6ff5b7821801757,250,250,True,0.9999996423721313,77.86209106445312,66.10942077636719,170.67877197265625,192.58123779296875,71,57,177,201,106,144,0.244224,,gallery/Alan_Mulally/a3ff41d9c999.png,5cf85d927b13668eb3ba8948a1143b1204502d2c6d4ec06d9787d5f42fa57b72
gallery,Alastair_Campbell,multi_image_gallery/Alastair_Campbell/Alastair_Campbell_0001.jpg,7249927f2c929e956c1d9d5d4e8b465e812d19b4edba0db714fb2d46edd379b0,250,250,True,0.9999994039535522,106.936279296875,71.83497619628906,193.77444458007812,189.799072265625,100,63,199,198,99,135,0.21384,,gallery/Alastair_Campbell/6d79a4eca0a3.png,b7f3e8b3c5fc05189e64f7eff3d49e062e88037e4f4f7ebe1160d34790ee08b9
gallery,Alastair_Campbell,multi_image_gallery/Alastair_Campbell/Alastair_Campbell_0002.jpg,f8be2bb24a3996207cf48af70d1132a60f61b04df34688b0982fd3b9c945816b,250,250,True,0.9999778270721436,72.29779052734375,63.50181579589844,164.8760986328125,186.0291748046875,65,54,171,194,106,140,0.23744,,gallery/Alastair_Campbell/ce3dc896b416.png,21b8ac7bc5c68af8cc2db4aa2fcb0d4863e6da1510ae15bda3a32158601f1283
gallery,Alastair_Campbell,multi_image_gallery/Alastair_Campbell/Alastair_Campbell_0003.jpg,4cb789fd6f1e2d22d265ab7c3e9337dae761f71fa461ef96f6903cdb76f67c28,250,250,True,0.9999806880950928,70.09635925292969,63.61250686645508,160.589599609375,187.20242309570312,63,54,167,196,104,142,0.236288,,gallery/Alastair_Campbell/371047bc144a.png,f21eef4e84109ee1fa3cff217d65d6b75463fbea9a8de811d16c42c30e2ac878
gallery,Alastair_Campbell,multi_image_gallery/Alastair_Campbell/Alastair_Campbell_0004.jpg,22acc7df29885b7e1166546b698c03699bce9bcf4affc789c6df043ca5bc4a8e,250,250,True,0.999998927116394,66.4599609375,68.71781921386719,149.24395751953125,183.8826446533203,60,60,155,192,95,132,0.20064,,gallery/Alastair_Campbell/81d4420421d8.png,f172a8c28ec01f803d93e3134fb2bb102d47b6f2e80991f8a098c8150306d658
gallery,Albert_Costa,multi_image_gallery/Albert_Costa/Albert_Costa_0001.jpg,294204bc729a77dfc7fe7995d8be25cb94025809b7e649830e818e015f9ea2df,250,250,True,0.9999858140945435,84.74029541015625,63.2461051940918,175.51492309570312,188.37864685058594,78,54,181,197,103,143,0.235664,,gallery/Albert_Costa/3cb5049586bf.png,ee381dfc9ef6bce18a477974c2706cb23ab3cef6da5c049e952ef28a1dde9f41
gallery,Albert_Costa,multi_image_gallery/Albert_Costa/Albert_Costa_0002.jpg,b784db340fe34dd77b7add6de893cc62e2d5b72e382e998fd767074cdfcad0ba,250,250,True,0.9999916553497314,74.2799301147461,59.45770263671875,179.3787841796875,191.3530731201172,66,50,186,200,120,150,0.288,,gallery/Albert_Costa/2194d8488d35.png,06030b25cf28095477931de5d188d75a20299f082933390b8cfdb60da3a70f9c
gallery,Albert_Costa,multi_image_gallery/Albert_Costa/Albert_Costa_0003.jpg,8a7e61efd1efbe388d8030fb382bed036df6d1f1f561353f70709c3bb31bc690,250,250,True,0.9999890327453613,66.89148712158203,70.71865844726562,153.14279174804688,188.27127075195312,60,62,159,196,99,134,0.212256,,gallery/Albert_Costa/541f8ed2df68.png,136aa30653a8d567e07788174b11193543c0b0d918fe5a0b870924802ae9a5e2
gallery,Albert_Costa,multi_image_gallery/Albert_Costa/Albert_Costa_0004.jpg,b6358e6821a2033588da5a50e2420919869b1fd6362ce3ebcee2cf2642299148,250,250,True,0.9999967813491821,83.27070617675781,66.64419555664062,179.89089965820312,191.71240234375,76,57,186,200,110,143,0.25168,,gallery/Albert_Costa/b5d042edd9b9.png,572b0d416ca355f8b5226858d8066691edbb6d22ce4dc7b32dfcc1ff3a9ca042
gallery,Albert_Costa,multi_image_gallery/Albert_Costa/Albert_Costa_0005.jpg,442ff3aec7c513c6901ecf9948cf68aecd05d3ebee1423dd1bddb80775cd2e06,250,250,True,0.9996728897094727,80.4300765991211,64.91526794433594,169.05233764648438,190.70376586914062,74,55,175,199,101,144,0.232704,,gallery/Albert_Costa/6ffaf37339b8.png,9bf7612eb01afad59acd477436e11e65c2167e76f9a452dd8d61bd2529c870df
gallery,Alberto_Fujimori,multi_image_gallery/Alberto_Fujimori/Alberto_Fujimori_0001.jpg,e3d00b805739ab3f47d6c40534b54c17db1d7247f7306857096dbfaf6ff7cf8f,250,250,True,0.9999995231628418,74.6941909790039,66.73683166503906,162.96897888183594,184.75527954101562,68,58,169,193,101,135,0.21816,,gallery/Alberto_Fujimori/6cbecd0f7624.png,cd711e5e63b187a33d5ffce6ed592ad32d279c78f33144bdcff526a6bbdd3bc2
gallery,Alberto_Ruiz_Gallardon,multi_image_gallery/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0001.jpg,8add8b524d7b19f82260834cb7034adedbe069aea148e2c789363c8f3a7e826b,250,250,True,0.999992847442627,71.59246826171875,67.8907470703125,160.9320526123047,185.9838104248047,65,59,167,194,102,135,0.22032,,gallery/Alberto_Ruiz_Gallardon/2ec12886c134.png,a8a6114f9693278e6a39f6d107a00e3d440f940949c5c6372dcd43c66a3e6a23
gallery,Albrecht_Mentz,multi_image_gallery/Albrecht_Mentz/Albrecht_Mentz_0001.jpg,dfb52f0db4ae6011ef8f7fd16d3a9d9201474b9b71fe29b29cfdf33965d3d3a4,250,250,True,0.9998114705085754,84.95068359375,66.3735122680664,168.00582885742188,182.93045043945312,79,58,173,191,94,133,0.200032,,gallery/Albrecht_Mentz/4474b84821c9.png,63648c54369f96277b1729c724d3206248d24d54dbcb11ca7cc366c845c3d492
gallery,Aldo_Paredes,multi_image_gallery/Aldo_Paredes/Aldo_Paredes_0001.jpg,067b9e3055c02bb6ecc78c5e67569b1479b094ad59a3278f834baaa977dd1901,250,250,True,0.9996060729026794,88.09573364257812,72.48210906982422,180.29771423339844,191.29685974121094,81,63,186,199,105,136,0.22848,,gallery/Aldo_Paredes/6aa7ff7e3a4f.png,2a4adc526e153cf015768771e2e0e3053f46ca8b0420499ebead72a8783a09b0
gallery,Alec_Baldwin,multi_image_gallery/Alec_Baldwin/Alec_Baldwin_0001.jpg,c1d71c5f59fdfafae4db4b3620dba7a8cbf34224ec2275de7c7e63428bc2d2cb,250,250,True,0.9999837875366211,81.85897064208984,65.29827880859375,167.5916748046875,181.90196228027344,75,56,173,190,98,134,0.210112,,gallery/Alec_Baldwin/b160d7aa81e3.png,c2358f3d91223706213b21a0155dd08a0d0aad8920021387c25c064b29c4707f
gallery,Alec_Baldwin,multi_image_gallery/Alec_Baldwin/Alec_Baldwin_0002.jpg,873b04b4a457fcef45968221509f39ca122af00e527ae4385a5afd3ecb354101,250,250,True,0.9998452663421631,85.9154281616211,67.38350677490234,173.167236328125,185.81536865234375,79,58,179,194,100,136,0.2176,,gallery/Alec_Baldwin/3d208c2cdb61.png,96c71bfaa7c3744757ab86e96c7cd340f5d9436d98be1e52ab2e34b3a54d0361
gallery,Alec_Baldwin,multi_image_gallery/Alec_Baldwin/Alec_Baldwin_0003.jpg,ebefbcbd42ab2c4a51915747d5994b38ce4ecb0f007863f08ca629926fafaff2,250,250,True,0.9999942779541016,64.9347152709961,57.08362579345703,165.18785095214844,194.09228515625,57,47,172,203,115,156,0.28704,,gallery/Alec_Baldwin/c09f870816f6.png,0db781ea013b581312b5724e413210d32372ace5b337578afb946af3dce1fd89
gallery,Alejandro_Atchugarry,multi_image_gallery/Alejandro_Atchugarry/Alejandro_Atchugarry_0001.jpg,f345e27984bdf9a686969bb3ad287314721e2c2fa851ed45cc36aa45f24b94eb,250,250,True,0.9992782473564148,74.31669616699219,56.90700149536133,165.60055541992188,184.93472290039062,67,47,172,194,105,147,0.24696,,gallery/Alejandro_Atchugarry/4c6321b69ab8.png,f42f39ec59d4d1229fc64d94250d7753e04f0a2819b1ac80cf35a248782e3513
gallery,Alejandro_Avila,multi_image_gallery/Alejandro_Avila/Alejandro_Avila_0001.jpg,0dd2d78161a0aaf77031ac2e0f515ed4f160ca893487f9a36c24488092fc4762,250,250,True,0.9999942779541016,82.89092254638672,72.14636993408203,171.61911010742188,183.69508361816406,76,64,177,191,101,127,0.205232,,gallery/Alejandro_Avila/08685074dd6f.png,76de432bb0dc0f55635b7c2d1c9eca449a1ddd3e6d8e2ceecd8f2849cd4b7230
gallery,Alejandro_Avila,multi_image_gallery/Alejandro_Avila/Alejandro_Avila_0002.jpg,06eeedf158ea9e94a43a4bf9829401ec280ffed07f34e034a68dc1e3f9ce50fd,250,250,True,0.9999366998672485,168.04501342773438,-2.4658203125,282.26690673828125,136.85781860351562,159,0,250,146,91,146,0.212576,,gallery/Alejandro_Avila/54da40a94b74.png,0265bd23f1bf222836a9364d47f635e62afc5ed7a7ae4ce3f832cac0dd1d594c
gallery,Alejandro_Toledo,multi_image_gallery/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,4dc2bbd9db606a7cfd6fd8b34302eead9e0c2b2fd6f18213c0a3c35615347049,250,250,True,0.9999780654907227,76.89100646972656,70.91566467285156,166.68878173828125,187.8350067138672,70,62,173,196,103,134,0.220832,,gallery/Alejandro_Toledo/ce9d1515c553.png,7269d8f797284c151de1caf7bda9ca45a2801df3fb43fafec5f2702686e88a71
gallery,Alejandro_Toledo,multi_image_gallery/Alejandro_Toledo/Alejandro_Toledo_0002.jpg,bd2393c0b7accde9866185792c366f41b56cf4fec1d7a0ed37c399bd2a01f624,250,250,True,0.9999992847442627,79.83888244628906,68.32342529296875,168.3811798095703,185.098876953125,73,59,174,193,101,134,0.216544,,gallery/Alejandro_Toledo/21cf11a43f4c.png,febb7184e45f88ba42070427d93204cbcde9f4254296edaa3487cafdc6a57b94
gallery,Alejandro_Toledo,multi_image_gallery/Alejandro_Toledo/Alejandro_Toledo_0003.jpg,133c3dee8bae47453a48311bb9f2074686d772c7893c2b1625ab8ae60c8cee85,250,250,True,0.9999994039535522,80.39796447753906,68.73009490966797,171.83351135253906,192.14791870117188,73,59,178,200,105,141,0.23688,,gallery/Alejandro_Toledo/602f2277266f.png,73bf00dcaa266cc71dae207bee473f6f2bdc3e9451daa035f19a9f5ec5ff69b9
gallery,Alejandro_Toledo,multi_image_gallery/Alejandro_Toledo/Alejandro_Toledo_0004.jpg,aed9fdec10173b55328d1213038468dccb7d1e8ee0c8acd2921e1a9685b7a66a,250,250,True,0.9999998807907104,75.0372543334961,68.82943725585938,160.642333984375,184.95672607421875,68,60,166,193,98,133,0.208544,,gallery/Alejandro_Toledo/cbd3d3ad1b9f.png,c8558fa1864773ad63d9017cd645c83eda10901f1366b4adc14a3a2ddce003c4
gallery,Alejandro_Toledo,multi_image_gallery/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,ec43b8fd0ad22f1a58f94995decd9d0fea54da246241eb44142ca3d5f1f8d335,250,250,True,0.9997492432594299,80.69763946533203,68.07006072998047,165.42201232910156,184.08551025390625,74,59,171,192,97,133,0.206416,,gallery/Alejandro_Toledo/ef011f6c6fbf.png,02b5f617a29ad19b376bdd71c5bf52ada3ef5ddb56fc9e9999e25bbd901c0d9e
gallery,Alejandro_Toledo,multi_image_gallery/Alejandro_Toledo/Alejandro_Toledo_0006.jpg,b499175a1bb3160ddbcf51147a849f868cb0af72189384fb9a702551e050134e,250,250,True,0.999993085861206,81.95995330810547,64.50668334960938,173.7239532470703,190.66549682617188,75,55,180,199,105,144,0.24192,,gallery/Alejandro_Toledo/0f6b6126b1f8.png,c680cdee77496cebe76955f1c9cc51b56f1eb0659ffbbce66595a92fe88166fa
gallery,Alejandro_Toledo,multi_image_gallery/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,bd10e753f0a7b7d594af5c31110d34c98721285954fa820c44199bf2efcd08b2,250,250,True,1.0,84.31493377685547,70.678466796875,173.15478515625,186.71568298339844,77,62,179,195,102,133,0.217056,,gallery/Alejandro_Toledo/f5f3e8a798d4.png,d94fdb995866e77f11c1fc6fde4ce05f743d3d9fd94491095199f0e2090511d9
gallery,Alejandro_Toledo,multi_image_gallery/Alejandro_Toledo/Alejandro_Toledo_0008.jpg,9567482ba899e7468622b338199f0458107c2e1fcfe9b509dc346d9548a6eefa,250,250,True,0.9999760389328003,79.37933349609375,67.25888061523438,165.4921417236328,187.90371704101562,73,58,171,196,98,138,0.216384,,gallery/Alejandro_Toledo/101190e9dd85.png,6ec8c1d37eb632f408c62b7de92fa3d9c77007aa8eb098b156f3af5670692675
