model,condition,probe_relative_path,true_identity,true_identity_rank,reciprocal_rank,rank_1_similarity,true_identity_similarity,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10
vggface2,full_image,probe/Allison_Janney/Allison_Janney_0002.jpg,Allison_Janney,1,1.0,0.6576858758926392,0.6576858758926392,Allison_Janney,Goldie_Hawn,Carmen_Electra,Hillary_Clinton,Madonna,Maggie_Smith,Patti_Labelle,Katie_Harman,Sophia_Loren,Vanessa_Williams
vggface2,full_image,probe/Alvaro_Noboa/Alvaro_Noboa_0002.jpg,Alvaro_Noboa,1,1.0,0.6925255060195923,0.6925255060195923,Alvaro_Noboa,Arye_Mekel,Jay_Rasulo,Robin_Cook,Luiz_Felipe_Scolari,Abel_Pacheco,Bob_Hope,Jesse_Jackson,Spencer_Abraham,Billy_Sollie
vggface2,full_image,probe/Alvaro_Uribe/Alvaro_Uribe_0002.jpg,Alvaro_Uribe,1,1.0,0.7548420429229736,0.7548420429229736,Alvaro_Uribe,Fayssal_Mekdad,Li_Peng,William_Hochul,Jean-Marc_de_La_Sabliere,Masum_Turker,Bobby_Goldwater,Carlos_Quintanilla_Schmidt,Silvan_Shalom,Matthew_Perry
vggface2,full_image,probe/Amanda_Beard/Amanda_Beard_0002.jpg,Amanda_Beard,1,1.0,0.8631845712661743,0.8631845712661743,Amanda_Beard,Natalie_Coughlin,Eve_Pelletier,Chanda_Rubin,Silvia_Farina_Elia,Lina_Krasnoroutskaya,Claire_Hentzen,Charlie_Zaa,Reese_Witherspoon,Keira_Knightley
vggface2,full_image,probe/Amanda_Coetzer/Amanda_Coetzer_0002.jpg,Amanda_Coetzer,1,1.0,0.8275103569030762,0.8275103569030762,Amanda_Coetzer,Anna_Kournikova,Amanda_Beard,Raghad_Saddam_Hussein,Natalie_Coughlin,Lina_Krasnoroutskaya,Patty_Schnyder,Diana_Taurasi,Martha_Bowen,Monica_Seles
vggface2,full_image,probe/Amber_Tamblyn/Amber_Tamblyn_0002.jpg,Amber_Tamblyn,1,1.0,0.7545731067657471,0.7545731067657471,Amber_Tamblyn,Cyndi_Thompson,Jessica_Lynch,Lindsay_Davenport,Marina_Anissina,Jean_Brumley,Jennifer_Reilly,Penelope_Ann_Miller,Rita_Wilson,Julianne_Moore
vggface2,full_image,probe/Amelia_Vega/Amelia_Vega_0002.jpg,Amelia_Vega,1,1.0,0.8678953051567078,0.8678953051567078,Amelia_Vega,Kristin_Davis,Heidi_Fleiss,Tim_Allen,Jennifer_Connelly,Ashanti,Dolma_Tsering,George_Robertson,Paul_Pierce,Sarah_Jessica_Parker
vggface2,full_image,probe/Amram_Mitzna/Amram_Mitzna_0002.jpg,Amram_Mitzna,1,1.0,0.9025841951370239,0.9025841951370239,Amram_Mitzna,Carlos_Mesa,Gerry_Adams,Mohammad_Khatami,Steven_Spielberg,Robert_De_Niro,Osama_bin_Laden,Ali_Khamenei,Miroljub,Pupi_Avati
vggface2,full_image,probe/Anders_Ebbeson/Anders_Ebbeson_0002.jpg,Anders_Ebbeson,1,1.0,0.8050798177719116,0.8050798177719116,Anders_Ebbeson,Richard_Gephardt,Charlton_Heston,Dennis_Erickson,George_Voinovich,Costas_Simitis,Gray_Davis,Jimmy_Carter,Larry_Lindsey,Stellan_Skarsgard
vggface2,full_image,probe/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.jpg,Anders_Fogh_Rasmussen,1,1.0,0.766467273235321,0.766467273235321,Anders_Fogh_Rasmussen,Bill_Callahan,Saparmurat_Niyazov,Antonio_Banderas,Eddy_Merckx,Carlos_Quintanilla_Schmidt,Gary_Forsee,Mathias_Reichhold,James_McGreevey,Li_Peng
vggface2,full_image,probe/Andrei_Mikhnevich/Andrei_Mikhnevich_0002.jpg,Andrei_Mikhnevich,1,1.0,0.8364084959030151,0.8364084959030151,Andrei_Mikhnevich,Brad_Johnson,Chris_Bell,Michael_Phelps,Abdullah_Gul,Mike_Babcock,Mark_Dacey,Bill_Parcells,Jamie_Villafane,Jan_Ullrich
vggface2,full_image,probe/Andrew_Bunner/Andrew_Bunner_0002.jpg,Andrew_Bunner,5,0.2,0.6118842363357544,0.569240391254425,Michael_Ballack,Michael_Phelps,Brian_Cowen,Andrei_Mikhnevich,Andrew_Bunner,Luke_Walton,Jean-Sebastien_Giguere,Jamie_Villafane,Richard_Krajicek,Vincent_Brooks
vggface2,full_image,probe/Andrew_Cuomo/Andrew_Cuomo_0002.jpg,Andrew_Cuomo,10,0.1,0.6311060190200806,0.5326460599899292,Alan_Mulally,Guido_Westerwelle,Tom_Crean,Federico_Trillo,James_Kelly,Andrew_Bunner,Leslie_Moonves,Bill_Simon,Bill_Frist,Andrew_Cuomo
vggface2,full_image,probe/Andrew_Niccol/Andrew_Niccol_0002.jpg,Andrew_Niccol,1,1.0,0.7200888395309448,0.7200888395309448,Andrew_Niccol,Mikhail_Kasyanov,Alec_Baldwin,Steve_Spurrier,Jeffrey_Scott_Postell,Spencer_Abraham,John_Manley,Alvaro_Uribe,Christopher_Walken,Roman_Polanski
vggface2,full_image,probe/Andy_Hebb/Andy_Hebb_0002.jpg,Andy_Hebb,1,1.0,0.7121674418449402,0.7121674418449402,Andy_Hebb,Brad_Johnson,David_Heymann,Mike_Babcock,Augustin_Calleri,Mark_Cuban,Franco_Dragone,John_Rosa,Bill_Frist,Federico_Trillo
vggface2,full_image,probe/Angela_Lansbury/Angela_Lansbury_0002.jpg,Angela_Lansbury,1,1.0,0.677321195602417,0.677321195602417,Angela_Lansbury,Jean_Brumley,Melanie_Griffith,Lynne_Cheney,Sheila_Copps,Gro_Harlem_Brundtland,Karin_Stoiber,Jeanne_Moreau,Joan_Claybrook,Lynn_Abraham
vggface2,full_image,probe/Angelo_Reyes/Angelo_Reyes_0002.jpg,Angelo_Reyes,1,1.0,0.8302149176597595,0.8302149176597595,Angelo_Reyes,Spencer_Abraham,Hun_Sen,Ali_Abbas,Miguel_Contreras,Dai_Bachtiar,GL_Peiris,Jong_Thae_Hwa,Sam_Bith,Jesse_Jackson
vggface2,full_image,probe/Anibal_Ibarra/Anibal_Ibarra_0002.jpg,Anibal_Ibarra,1,1.0,0.7586076259613037,0.7586076259613037,Anibal_Ibarra,Jackie_Chan,OJ_Simpson,Gabriel_Valdes,Dick_Clark,Eduardo_Duhalde,Larry_Lucchino,Joe_Mantello,Kim_Ryong-sung,Ilan_Ramon
vggface2,full_image,probe/Ann_Veneman/Ann_Veneman_0002.jpg,Ann_Veneman,1,1.0,0.821808934211731,0.821808934211731,Ann_Veneman,Biljana_Plavsic,Hitomi_Soga,Martha_Burk,Sharon_Frey,Jolanta_Kwasniewski,Eva_Dimas,Claire_Leger,Helen_Clark,Paul_McNulty
vggface2,full_image,probe/Anna_Kournikova/Anna_Kournikova_0002.jpg,Anna_Kournikova,1,1.0,0.6047444939613342,0.6047444939613342,Anna_Kournikova,Mariah_Carey,Katie_Harman,Lindsay_Benko,Ann_Veneman,Natalie_Coughlin,Melanie_Griffith,Lisa_Raymond,Martina_Hingis,Amanda_Coetzer
vggface2,full_image,probe/Anna_Nicole_Smith/Anna_Nicole_Smith_0002.jpg,Anna_Nicole_Smith,3,0.3333333333333333,0.536649227142334,0.48150455951690674,Elin_Nordegren,Reese_Witherspoon,Anna_Nicole_Smith,Angela_Lansbury,John_McCallum,Natalie_Maines,Liza_Minnelli,Elizabeth_Smart,Carolyn_Dawn_Johnson,Kristanna_Loken
vggface2,full_image,probe/Anneli_Jaatteenmaki/Anneli_Jaatteenmaki_0002.jpg,Anneli_Jaatteenmaki,1,1.0,0.6318503618240356,0.6318503618240356,Anneli_Jaatteenmaki,Nancy_Pelosi,Gloria_Allred,Jane_Kaczmarek,Nestor_Kirchner,Christine_Gregoire,Julie_Gerberding,Lynne_Cheney,Margaret_Thatcher,Jean_Carnahan
vggface2,full_image,probe/Annette_Bening/Annette_Bening_0002.jpg,Annette_Bening,1,1.0,0.7901546955108643,0.7901546955108643,Annette_Bening,Elizabeth_Smart,Tammy_Lynn_Michaels,Christine_Gregoire,Betsy_Smith,Natalie_Coughlin,Mary_Landrieu,Kate_Capshaw,Eva_Dimas,Drew_Barrymore
vggface2,full_image,probe/Annette_Lu/Annette_Lu_0002.jpg,Annette_Lu,1,1.0,0.7880991101264954,0.7880991101264954,Annette_Lu,Megawati_Sukarnoputri,Kim_Jong-Il,Gloria_Macapagal_Arroyo,Hitomi_Soga,Kim_Jin-sun,Edward_Lu,Flor_Montulo,Thaksin_Shinawatra,Li_Peng
vggface2,full_image,probe/Anthony_Fauci/Anthony_Fauci_0002.jpg,Anthony_Fauci,1,1.0,0.8459159135818481,0.8459159135818481,Anthony_Fauci,Jack_Straw,Vitali_Klitschko,Bill_Simon,John_Abizaid,Charles_Kartman,Gary_Williams,Jonathan_Edwards,Jean-David_Levitte,Zoran_Djindjic
vggface2,full_image,probe/Anthony_Hopkins/Anthony_Hopkins_0002.jpg,Anthony_Hopkins,1,1.0,0.65880286693573,0.65880286693573,Anthony_Hopkins,James_Ivory,Richard_Norton-Taylor,John_Snow,Bob_Hope,Goran_Persson,Billy_Graham,Dennis_Kozlowski,Robert_Bonner,John_Rigas
vggface2,full_image,probe/Anthony_LaPaglia/Anthony_LaPaglia_0002.jpg,Anthony_LaPaglia,1,1.0,0.8031295537948608,0.8031295537948608,Anthony_LaPaglia,Eduardo_Duhalde,Bernard_Lord,Alvaro_Uribe,Nestor_Kirchner,Chuck_Amato,Ben_Curtis,Jorge_Valdano,Jimmy_Kimmel,Abdullatif_Sener
vggface2,full_image,probe/Antonio_Banderas/Antonio_Banderas_0002.jpg,Antonio_Banderas,1,1.0,0.844151496887207,0.844151496887207,Antonio_Banderas,Gerry_Adams,Mario_Dumont,Anders_Fogh_Rasmussen,Luis_Figo,Vitali_Klitschko,John_F_Kennedy_Jr,Oscar_De_La_Hoya,Marco_Antonio_Barrera,Abdullah_Gul
vggface2,full_image,probe/Antony_Leung/Antony_Leung_0002.jpg,Antony_Leung,1,1.0,0.8139182329177856,0.8139182329177856,Antony_Leung,Hun_Sen,Jong_Thae_Hwa,Pedro_Malan,Hu_Jintao,Li_Peng,Annette_Lu,Chang_Dae-whan,Kim_Jong-Il,Chung_Mong-joon
vggface2,full_image,probe/Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg,Anwar_Ibrahim,1,1.0,0.6553283333778381,0.6553283333778381,Anwar_Ibrahim,Dai_Bachtiar,Antony_Leung,Hu_Jintao,Hun_Sen,Christopher_Walken,Pedro_Malan,Brian_Wells,Jong_Thae_Hwa,James_Maguire
vggface2,full_image,probe/Arantxa_Sanchez-Vicario/Arantxa_Sanchez-Vicario_0002.jpg,Arantxa_Sanchez-Vicario,1,1.0,0.7394208908081055,0.7394208908081055,Arantxa_Sanchez-Vicario,Kurt_Busch,Marlene_Weingartner,Bode_Miller,Justin_Leonard,Paula_Radcliffe,Stacy_Dragila,Blythe_Hartley,Iban_Mayo,Silvia_Farina_Elia
vggface2,full_image,probe/Arianna_Huffington/Arianna_Huffington_0002.jpg,Arianna_Huffington,1,1.0,0.7127353549003601,0.7127353549003601,Arianna_Huffington,Nia_Vardalos,Nancy_Pelosi,Helen_Clark,Celine_Dion,Sheila_Copps,George_Robertson,John_Garamendi,Hillary_Clinton,Judy_Genshaft
vggface2,full_image,probe/Arlen_Specter/Arlen_Specter_0002.jpg,Arlen_Specter,1,1.0,0.6957479119300842,0.6957479119300842,Arlen_Specter,Eduardo_Duhalde,Bill_Frist,Nestor_Kirchner,Vaclav_Havel,Silvio_Berlusconi,Geoff_Hoon,Thomas_OBrien,Gerard_Depardieu,Jorge_Valdano
vggface2,full_image,probe/Arnaud_Clement/Arnaud_Clement_0002.jpg,Arnaud_Clement,1,1.0,0.5671988725662231,0.5671988725662231,Arnaud_Clement,Jason_Jennings,Adam_Scott,Mike_Weir,David_Bell,Juan_Pablo_Montoya,Dale_Earnhardt_Jr,Greg_Owen,Mikhail_Youzhny,Jon_Gruden
vggface2,full_image,probe/Arnold_Palmer/Arnold_Palmer_0002.jpg,Arnold_Palmer,1,1.0,0.7579432725906372,0.7579432725906372,Arnold_Palmer,Paul_ONeill,Goran_Persson,George_Karl,Gregg_Popovich,Roy_Williams,George_Voinovich,Rick_Romley,Robert_Bonner,James_Kelly
vggface2,full_image,probe/Aron_Ralston/Aron_Ralston_0002.jpg,Aron_Ralston,1,1.0,0.6666598320007324,0.6666598320007324,Aron_Ralston,Ron_Howard,Bill_Frist,David_Caraway,Jan_Ullrich,Prince_Harry,Boris_Becker,Roy_Moore,Yevgeny_Kafelnikov,Iban_Mayo
